num,day_name,date,class,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
001А,Friday,2021-04-16,Купе,16.0,9.0,9.0,9.0,5.0,0.0,4.0,6.5,8.5,3.0,1.5,3.0,2.0,1.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Friday,2021-04-23,Купе,,,,1.0,,,,,,,,,,,,,1.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Friday,2021-05-14,Купе,7.0,14.0,14.5,6.5,8.0,6.5,5.5,12.0,3.5,4.5,3.5,7.5,1.5,2.0,13.5,2.5,1.0,3.0,2.0,4.0,3.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Friday,2021-05-21,Купе,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Friday,2021-05-28,Купе,15.0,2.0,19.0,1.0,1.0,0.0,,,4.0,5.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
001А,Friday,2021-06-04,Купе,,3.0,0.0,43.0,,,5.0,4.0,8.0,4.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,
001А,Friday,2021-06-11,Купе,,,,,2.0,,,0.0,0.0,0.0,1.0,,6.0,21.0,7.0,0.0,2.0,6.0,0.0,3.0,,,,2.0,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
001А,Friday,2021-06-18,Купе,,,4.0,1.0,,2.0,,,,,0.0,0.0,3.0,1.0,22.0,8.0,0.0,8.0,,5.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,,0.0,0.0,0.0,4.0,,,
001А,Friday,2021-06-25,Купе,4.0,2.0,,1.0,,1.0,,,5.0,1.0,,,,,,,,,4.0,,,,0.0,0.0,0.0,,,0.0,1.0,,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001А,Friday,2021-07-02,Купе,,7.0,5.0,1.0,2.0,10.0,2.0,7.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,3.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
001А,Friday,2021-07-09,Купе,9.0,15.5,3.0,6.0,11.0,0.0,,,0.5,3.5,2.0,,,,0.0,0.0,0.0,,,,,,,1.0,2.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
001А,Friday,2021-07-16,Купе,,,,,,14.0,1.0,2.0,,,,0.0,3.0,,,,,0.0,,,0.0,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,0.0,0.0,2.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0
001А,Monday,2021-04-12,Купе,4.0,1.0,39.0,13.0,14.0,4.0,2.0,4.0,10.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Monday,2021-04-19,Купе,8.0,13.5,9.0,4.0,5.0,4.0,0.5,0.0,0.0,3.0,1.0,0.0,0.0,1.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Monday,2021-04-26,Купе,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Monday,2021-05-17,Купе,10.0,16.0,13.0,8.0,6.0,3.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Monday,2021-05-24,Купе,2.0,17.0,,,0.0,15.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001А,Monday,2021-05-31,Купе,,,10.0,4.0,15.0,,1.0,3.0,0.0,,,0.0,10.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
001А,Monday,2021-06-07,Купе,,24.0,,,14.0,5.0,4.5,,0.0,7.0,,,2.0,0.0,2.0,2.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
001А,Monday,2021-06-21,Купе,0.5,6.5,,,,,,1.0,,,,,,0.0,1.0,,,2.0,7.0,1.0,5.0,,18.0,2.0,0.0,0.0,,,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
001А,Monday,2021-06-28,Купе,,,7.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,,0.0,,,,,,0.0,,3.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,
001А,Monday,2021-07-12,Купе,,6.0,11.0,4.0,4.0,1.0,4.0,8.0,3.0,,,,4.0,1.0,0.0,1.0,3.0,0.0,,,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
